Fact++,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
Correct,ALCHI(D),DL,16,36,15,0,5,224,157,30,0,127,19.108,0,80.892,0,14,0,0,46.667,0,6,2.4,87.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.167,100,0,0,0,0,0,0,0,80,0,22.93,8.917,8.917,0,8.28,0,22.93,0,8.28,10.191,0,0.938,0.788,3,2.25,0,1,0.143,2,0.15,3,2.333,0,1,0.017,0.067,2,0.044,0.07,0,0,0,0,0,0,0,9.554,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SR,DL,2002,7,0,34,0,13126,11117,3040,8072,5,27.346,0.653,0.045,2,3001,0,0.066,98.717,0,5,2.13,2.298,0,0,0,0,2,0,392,0,0,0,0,0,0,0,0,0.508,0,99.492,0,0,0,0,0,0,0,0,0,0,0,0,2,0.065,0,0,0,0,0,0,0,0,0,0.009,0,0,27.04,72.61,0,0,0,0,0,0.288,0,0,0.011,76,3.638,0.2,5,0.037,17,0.033,0,0,0,1,0,0,0,0,0.033,0,0,0,0,0,0,0.018,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0
Correct,ALCIF,DL,54,33,0,0,0,247,161,74,0,87,45.963,0,54.037,4,58,1,5.405,78.378,1.351,6,2.392,0,0,0,0,0,1,1,25,2,0,0,0,0,0,0,0,3.448,3.448,86.207,6.897,0,0,0,0,0,0,0,0,0,0,0,3,0.131,59.259,0,0,0,0,0,22.222,0,0,0,20.497,0,42.857,0,0,3.106,20.497,1.863,8.075,0,0,0,0.308,6,3.071,0,1,0.087,4,0.078,0,0,0,1,0.001,0,0,0,0.04,3.989,14,0,0,0,0,3.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALIF(D),RL,9,13,21,0,1,148,105,2,0,103,1.905,0,98.095,0,2,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.381,0,1.905,0,20,10.476,12.381,0,2.857,0,20,2.333,0.867,2,2,0,1,0.25,2,0.111,0,0,0,1,0.056,0,0,0,0.083,1.042,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,SROIF,DL,99645,118,0,18,0,290553,190791,190573,2,216,99.886,0,0.113,33551,34335,35763,17.605,18.017,18.766,7,2.586,0.007,0.004,0,44.444,100,219,0,111221,4,0,0,0,0,4,0,0,0.197,0,99.796,0.004,0,0,0,0,0,0,0,0,0.004,0,0,3,0.195,70.442,68.525,0,0,0,0,0,0,99.768,0.012,0.017,0.039,76.126,0,0,0.001,0.012,0,0.012,0.003,0,0,0,26043,65.491,0.002,3,1.938,12,0,7,2.286,0.855,2,0,0.052,4,0.022,0.007,0,1,0,0,0,0.003,23.757,0,0,0.017,0,0.001,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,3535,308,29,1226,2,10603,6732,4605,1704,423,68.405,0.376,6.283,279,3815,327,6.059,82.845,7.101,4,2.106,3.14,7.016,0.163,0.163,0,0,2,114,366,0,0,5,0,0,0,261,0,0.267,15.241,48.93,0,0,0,0,0,0,1,0,0,0,34.893,1,0.162,2.68,2.062,0,0,0.206,0,0,0,45.361,0.074,0.847,1.768,62.522,20.232,0.267,0,2.317,0,0.238,0.936,0,0.008,0.098,51,3.816,0.057,3,0.014,11,0.003,19,2.833,0.325,2,0,0.063,5,0.008,0.004,0.112,16,0,0,0,0.045,4.947,0.074,1.203,0,0,1.248,0.059,2.629,0.594,0,0,0,0,0,0
Correct,SHI(D),DL,17,59,25,1,3,282,182,30,3,149,16.484,0.906,81.868,2,5,0,6.667,16.667,0,2,2,47.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,23.626,3.846,3.846,0.549,12.088,0,19.78,0,11.538,12.088,0,1.471,0.879,2,1.4,6.25,2,0.086,2,0.117,2,1.167,0,1,0.01,0.031,2,0.008,0.045,0,0,0,0,0,0.549,0.549,7.692,0,0,0,0,0,0,0,1.099,1.648,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,SHOIN(D),DL,773,106,27,124,4,2411,1506,959,378,169,63.679,1.667,11.222,72,750,93,7.508,78.206,9.698,4,2.091,7.762,4.269,1.613,0,0,0,1,3,79,1,0,2,0,0,0,33,0,0.84,2.521,66.387,0.84,0,1.681,1.19,0,1,1,0,0,0,27.731,1,0.124,10.588,9.412,0,0,0,0,0,0,20,0.465,1.328,2.722,55.246,8.234,0.93,0,3.453,0,0.531,2.125,0,0.035,0.116,22,3.37,0.13,2,0.028,10,0.013,7,1.864,0.943,2,0,0.06,5,0.021,0.011,0.289,9,0,0,0,0.066,6.308,0.863,10.292,0,0,0,0.133,0.133,0.531,6.441,0.199,0,0,0,0
Correct,SHI,DL,128,63,0,0,0,409,218,162,0,56,74.312,0,25.688,1,152,1,0.617,93.827,0.617,6,2.29,10.156,0,0,0,0,2,0,45,0,0,0,0,0,0,0,0,4.255,0,95.745,0,0,0,0,0,0,0,0,0,0,0,0,3,0.097,0,2.222,0,0,0,0,0,0,80,0.917,0,24.312,70.183,0,0,0,0,0,0,3.211,0,0,0.043,9,2.921,0.781,2,0.066,4,0.04,18,4.077,0,1,0,0.272,5,0.072,0.056,0,0,0,0,0,0.459,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIF(D),DL,3802,354,46,2382,5,14715,10514,6655,3029,830,63.297,0.274,7.894,12,6547,5,0.18,98.377,0.075,7,2.039,1.92,5.734,0,0,0,6,18,164,37,0,0,0,0,0,0,218,1.354,4.063,37.02,8.352,0,0,0,0,0,0,0,0,0,0,49.21,2,0.033,56.219,9.95,0,0,0.498,0,2.985,0,59.204,0.114,2.682,1.094,62.403,21.343,0.438,0.105,2.482,0,0.552,0.732,0.029,0.012,0.08,194,3.327,0.132,7,0.05,22,0.163,15,1.825,0.565,3,0,0.041,5,0.004,0.056,0.107,20,0,0,0,0.038,0.162,0.361,5.792,0,0,0,0,0,0,1.674,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,SHOIN(D),DL,3618,308,29,1237,3,10768,6814,4701,1689,424,68.99,0.364,6.222,303,3859,350,6.445,82.089,7.445,4,2.106,3.068,6.855,0.162,0.162,0,0,2,117,369,1,0,5,0,0,0,261,0,0.265,15.497,48.874,0.132,0,0.662,7.55,0,1,1,0,0,0,34.57,1,0.161,2.642,2.033,0,0,0.203,0,0,0,44.919,0.073,0.851,1.746,62.827,20.15,0.264,0,2.289,0,0.235,0.925,0,0.008,0.096,51,3.818,0.055,3,0.014,11,0.003,19,2.833,0.325,2,0,0.063,5,0.008,0.004,0.123,18,0,0,0,0.044,5.239,0.073,0.763,0,0,1.233,0.059,2.642,0.587,0,0,0,0,0,0
Correct,ALUHIF+(D),DL,415,110,27,7524,4,149335,148783,437,148016,330,0.294,0.067,0.222,0,437,0,0,100,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.027,0.073,0.294,5.009,0.013,0.001,0.016,0.001,0.036,0,0.01,0.065,0.052,125,8.245,0.482,3,0.301,5,0.017,21,5.19,0,1,0,0.187,5,0.063,0.026,0.07,1,0,0,0,0.005,0,0.011,69.736,0,0,0,0,0,0,24.739,0.017,0,0,0,0
Timeout,ALEI+,DL,660553,17,0,0,0,1464141,803571,803567,0,4,100,0,0,0,803567,0,0,100,0,3,2.987,0,0,0,0,0,0,0,793467,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.987,0,0.019,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1453,15.257,0,3,-0.546,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,S,DL,28649,8,0,0,0,59314,30657,30652,0,5,99.984,0,0.016,12,23777,6159,0.039,77.571,20.093,9,2.694,2.419,0,0,0,0,6159,12,8195,0,0,0,0,0,0,0,0,42.872,0.084,57.044,0,0,0,0,0,0,0,0,0,0,0,0,4,0.117,0,31.275,0,0,0,0,0,0,0,0.016,0,0,77.601,0,0,0,0,0,0,2.254,0,0,0.023,17064,8.281,0.003,2,0.596,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,ALUON(D),DL,20,20,18,4,5,220,163,48,4,111,29.448,1.506,68.098,0,46,2,0,95.833,4.167,3,2.5,0,10,0,0,100,0,0,0,0,17,4,3,0,2,0,0,0,0,0,0,65.385,15.385,11.538,0.098,1,1,1,0,7.692,0,0,1,0.542,0,0,0,0,0,0,100,0,0,0,12.27,0,28.221,2.454,11.043,12.27,12.27,0,0,0,9.816,0.9,0.294,0,0,0,1,0,0,0,0,0,0,1,0.011,0,0,0,0.011,27.068,72,0,0,0,0,1.227,10.429,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeout,ALEIQ(D),DL,13,5,2,6016,2,35958,35939,9,35910,20,0.025,0.278,0.056,0,3,6,0,33.333,66.667,10,5.111,0,0,0,0,0,8,0,1,0,8,5,0,0,0,0,0,36.364,0,4.545,0,36.364,22.727,0,7.412,43,100,0,0,0,0,0,7,0.349,0,0,0,0,100,0,0,0,0,0,0.014,0,0.008,0.042,0.006,0.006,0.014,0,0,0,0.006,0.154,0.357,3,3,0,1,0.273,2,0.091,0,0,0,1,0.026,0,0,0,0.058,51.327,58,0,0,0,0.008,0.017,0.003,99.878,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,ALE,DL,8342,1,0,0,0,33367,25024,8339,16685,0,33.324,0.266,0,0,8339,0,0,100,0,3,2.997,0,0,0,0,0,0,0,8316,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.997,0,0,0,0,0,0,0,0,0,0,0,0,33.324,66.676,0,0,0,0,0,0,0,0,0,23,23,0,1,0.003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,ALUOIN(D),DL,3124,619,313,4088,3,12442,8387,2839,4088,1460,33.85,0.581,17.408,0,2567,272,0,90.419,9.581,3,2.003,0,8.707,0,0,100,0,0,0,0,9,0,0,0,272,0,0,0,0,0,0,3.203,0,0,2.81,0,1,0,0,96.797,0,0,1,0.099,77.778,0,0,0,0,0,0,0,0,0,0.739,0,30.607,48.742,3.732,3.66,4.161,0,1.383,0,3.732,0.1,0.109,424,21.863,0,1,0.136,6,0.002,0,0,0,1,0,0,0,0,0.001,2.293,326,0,0,0,0,3.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,AL,RL,9800,0,0,1,0,45349,35549,13044,22505,0,36.693,0.178,0,0,13044,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.693,63.307,0,0,0,0,0,0,0,0,0,44,3.765,0.041,5,0.004,14,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,139,17,1,206,1,1045,889,355,494,40,39.933,6.251,4.499,61,68,28,17.183,19.155,7.887,7,2.935,25.18,148.921,0.971,1.456,35.922,80,2,1,117,6,22,6,1,33,0,174,18.1,0.452,0.226,26.471,1.357,4.977,1.357,4.55,1,2,1,0.226,7.466,0,39.367,4,0.311,20.395,0.658,0,0,0,0,20.395,0,37.5,0.112,1.125,0.562,25.647,25.534,0.112,0.675,1.462,0,0.225,4.387,0,0.007,0.693,8,2.083,0.725,2,0.061,5,0.018,4,2.5,0,1,0,0.242,2,0.074,0.031,7.122,124,0,0,0,0.112,9.899,0.112,27.672,0,0,0.9,0,1.35,0,0.112,0,0,0,0,0
Correct,SRIF,DL,32,210,0,0,0,673,432,33,0,399,7.639,0,92.361,0,33,0,0,100,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0.061,100,0,0,0,0,0,0,0,100,6.25,8.333,44.444,7.639,0,0,0.231,8.102,0,11.343,0,0,0,0.515,4,1.824,3.125,2,0.105,10,0.363,13,2.629,0.957,3,0.001,0.059,6,0.027,0.13,0.441,1,0,0,0,0.694,0,0,0,12.269,0,0,0,0,0,0,0,0,0.231,0,0.463
Exec_err,SROIQ(D),DL,176,129,54,144,10,1194,837,238,198,401,28.435,2.826,47.909,22,192,0,9.244,80.672,0,8,2.181,2.273,6.818,0,0,0,2,0,12,6,1,2,10,0,0,0,14,4.255,0,25.532,12.766,2.128,4.255,21.277,0.47,1,1,1,0,0,0,29.787,3,0.066,0,0,0,0,0,0,19.355,0,58.065,0.717,8.602,11.708,25.568,17.921,4.54,4.301,10.155,0,0.597,0.239,1.195,0.307,0.307,24,3.583,0.571,2,0.128,7,0.037,27,5.389,0,1,0,0.204,3,0.026,0.021,4.467,49,0,0,0,0.239,2.628,3.106,1.792,0,0,0,0,0,0,3.943,2.509,0,0.239,0,0
Correct,ALCHIN(D),DL,60,13,1,23,1,182,109,58,39,12,53.211,32.826,11.009,4,30,18,6.897,51.724,31.034,8,3.483,13.333,0,0,0,0,22,4,24,7,1,0,0,2,0,0,0,36.667,6.667,40,11.667,1.667,0,0,1.8,0,3,0,3.333,0,0,0,7,0.15,65.625,0,0,0,0,0,0,0,25,0,1.835,2.752,30.275,23.853,0,0,3.67,0,2.752,3.67,0,0.017,0.129,6,2.5,0,1,0.092,4,0.033,2,1.5,0,1,0,0.152,2,0.077,0.037,2.54,8,0,1,0,0,19.266,0,11.009,0,0,0,0,0,0,0.917,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Exec_err,SRIF,PNAN,39459,372,0,0,0,132125,92295,91528,0,767,99.169,0,0.831,9374,53886,0,10.242,58.874,0,7,2.482,0.013,0,0,0,0,9374,0,25357,2,0,0,0,0,0,6,0,26.984,0,72.993,0.006,0,0,0,0,0,0,0,0,0,0.017,0,3,0.127,100,39.091,0,0,0,0,0,0,99.373,0.042,0.054,0.418,89.009,0,0,0.001,0.054,0,0.066,0.003,0,0,0.001,652,4.364,0.015,8,0.016,17,0.007,13,2.681,0.539,3,0,0.033,7,0.022,0.01,0,1,0,0,0,0.081,10.157,0,0,0.101,0,0,0,0,0,0,0,0,0.001,0,0.012
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,ALUHN(D),DL,24,27,5,1,4,172,117,59,1,57,50.427,0.731,48.718,0,59,0,0,100,0,4,2.508,0,0,0,0,0,0,0,0,17,0,8,6,0,0,0,0,0,0,0,54.839,0,25.806,0,0.542,1,0,1,0,0,0,0,2,0.263,0,0,0,0,0,0,0,0,74.194,0,9.402,28.205,50.427,0.855,2.564,0,4.274,0,0,0,0,0.208,0.078,16,6.75,4.348,3,0.68,3,0.245,14,4.714,3.704,2,0.002,0.48,3,0.259,0.169,16.588,35,0,0,0,0,0,0.855,0,0,0,0,0,0,0,0,3.419,0,0,0,0
Correct,SHIF(D),DL,71,97,17,127,4,1459,1275,138,841,296,10.824,5.173,23.216,3,126,0,2.174,91.304,0,4,2.333,0,0,0,0,0,0,3,1,60,0,0,0,0,0,0,0,0,4.688,1.562,93.75,0,0,0,0,0,0,0,0,0,0,0,1,0.464,100,26.23,0,0,0,0,0,0,68.852,0.392,6.039,3.922,10.588,9.961,0.863,0.157,5.647,0,3.529,0,0.941,0.239,0.343,6,2.355,1.429,2,0.073,7,0.167,6,1.786,1.031,2,0.001,0.053,3,0.024,0.064,0.59,4,0,0,0,0.235,0.235,1.098,37.098,0,0,0,0,0,0,18.902,0.392,0,0,0,0
Correct,ALC,DL,571,1,0,0,0,1374,802,802,0,0,100,0,0,219,357,3,27.307,44.514,0.374,5,2.828,1.051,0,0,0,0,220,2,220,0,0,0,0,0,0,0,0,49.774,0.452,49.774,0,0,0,0,0,0,0,0,0,0,0,0,2,0.276,0,0,0,0,0,0,0,0,0,0,0,0,71.945,0,0,0,0,0,0,0.374,0,0,0.004,136,2.384,0.175,2,0.238,8,0.015,0,0,0,1,0,0,0,0,0.015,0,0,0,0,0,0,27.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,7731,849,67,7728,5,37833,29187,14717,12363,2107,50.423,0.145,7.219,40,14489,0,0.272,98.451,0,14,2.106,1.746,15.069,0,0,0,28,147,975,139,2,0,0,0,0,0,1166,1.14,5.983,39.683,5.657,0.081,0,0,49.14,0,2,0,0,0,0,47.456,3,0.056,65.143,6.631,0,0,0.448,0,3.853,0,73.477,0.093,2.487,1.175,49.902,29.308,0.23,0.062,2.323,0,0.565,0.387,0.01,0.009,0.127,270,3.699,0.052,7,0.035,22,0.198,23,2.144,0.236,3,0,0.026,8,0.003,0.067,0.106,46,0,0,0,0.079,0.134,0.195,10.81,0,0,0,0,0,0,2.241,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
Correct,SHI,DL,50,24,0,0,0,229,155,91,27,37,58.71,11.238,23.871,14,30,1,15.385,32.967,1.099,7,2.473,64,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165,0,0,0,0,0,0,0,0,0,9.677,0,7.742,28.387,17.419,0,0,0,0,6.452,20.645,0,0,0.352,6,2.444,0,1,0.111,7,0.154,4,2.4,4.167,2,0,0.142,2,0.087,0.121,0,0,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHOIN(D),DL,2024,201,36,150,4,5857,3597,2841,465,291,78.982,0.359,8.09,278,1895,323,9.785,66.702,11.369,4,2.163,5.83,4.2,1.333,0,0,0,5,33,418,0,0,3,0,0,0,85,0,0.919,6.066,76.838,0,0,0,0,0,0,1,0,0,0,15.625,1,0.191,4.846,4.405,0,0,1.982,0,0,0,58.15,0.195,0.723,2.585,68.085,4.309,0.584,0,2.474,0,0.306,1.779,0,0.018,0.081,41,3.932,0.099,3,0.02,12,0.005,14,2.657,0.498,2,0,0.071,5,0.013,0.006,0.11,10,0,0,0,0.083,9.119,0.473,4.976,0,0,0,0.111,0.056,0.473,3.586,0.083,0,0,0,0
Correct,AL(D),RL,41,6,8,130,3,231,176,32,130,14,18.182,41.968,7.955,0,32,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.182,73.864,4.545,0,3.409,0,0,0,0,0.195,0.158,12,4.571,0,1,0.301,6,0.149,0,0,0,1,0.001,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exec_err,ALUH+(D),DL,36,24,46,56,4,554,449,26,298,125,5.791,14.782,27.84,0,26,0,0,100,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,4.9,1.559,5.791,24.722,7.795,0,4.454,0,0,0,0,1.278,0.435,7,3.25,0,1,0.172,3,0.118,4,3.5,0,1,0.003,0.162,2,0.051,0.057,1.224,3,0,0,0,0,0,8.241,9.8,0,0,0,0,0,0,31.849,0.668,0,0,0,0
Correct,ALUO,DL,8,7,0,5319,0,5347,5333,7,5319,7,0.131,1.87,0.131,0,0,7,0,0,100,2,2,0,87.5,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.737,0,0,0.131,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0.036,0,0,0,0.036,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correct,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
