JFact,Expressivity,Profile,class_count,obj_property_count,dataproperty_count,indiv_count,datatypes_count,Axioms_count,AxiomsLogical_count,Tbox_size,Abox_size,Rbox_size,Tbox_ratio,Abox_ratio,Rbox_ratio,GCI,PCD,NPCD,GCI_Ratio,PCD_Ratio,NPCD_Ratio,MaxNesting,AvgNesting,ClsDisjoinedRatio,ClsWithNominalsRatio,IndivSameRatio,IndivDiffRatio,NominalsTBoxRatio,Intersection,Union,Existentiel,Universal,LeastCardinality,MostCardinality,ExactCardinality,Complement,OneOf,HasValue,HasSelf,IntersectionR,UnionR,ExistentielR,UniversalR,LeastCardinalityR,MostCardinalityR,ExactCardinalityR,avgValuesCard,LogestMCard,LogestLCard,LogestECard,ComplementR,OneOfR,HasValueR,HasSelfR,MaxACC,OntoCCDensity,InversePropRatio,TransitivePropRatio,ReflexivePropRatio,IrreflexivePropRatio,SymmetricPropRatio,AsymmetricPropRatio,FunctionalPropRatio,InverseFuncPropRatio,HierarchyPropRatio,TransitiveObjectProperty,ObjectPropertyDomain,SubObjectPropertyOf,SubClassOf,ClassAssertion,DataPropertyRange,FunctionalObjectProperty,ObjectPropertyRange,InverseFunctionalObjectProperty,InverseObjectProperties,DisjointClasses,FunctionalDataProperty,AttRichness,RRichness,HC_Max_Sibling,HC_Avg_Sibling,C_TangledClass,C_MaxTangledness,C_CENTRALITY,HC_MAX_DEPTH,HC_Cohesion,HP_Max_Sibling,HP_Avg_Sibling,P_Tangledness,MAX_PTangledness,OP_Cohesion,P_CENTRALITY,HP_MAX_DEPTH,HP_Cohesion,Onto_Cohesion,CyclicClsRatio,CyclicClsCount,UI,EUR,CUR,SymmetricObjectProperty,EquivalentClasses,DataPropertyDomain,ObjectPropertyAssertion,SubPropertyChainOf,DisjointUnion,DifferentIndividuals,EquivalentDataProperties,SameIndividual,EquivalentObjectProperties,DataPropertyAssertion,SubDataPropertyOf,ReflexiveObjectProperty,IrrefexiveObjectProperty,AsymmetricObjectProperty,DisjointObjectProperties
7.1770187659099,ALERI+,DL,2392,11,0,0,0,5560,3157,3146,0,11,99.652,0,0.348,0,3146,0,0,100,0,3,2.275,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.275,63.194,51.042,42.94,0,0,0,0,0,0,0.158,0,0,99.652,0,0,0,0,0,0.127,0,0,0,0,207,5.151,0.125,5,0.086,14,0.005,0,0,0,1,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0
6.182084906716632,SRIQ(D),DL,72,65,3,0,0,360,221,93,0,128,42.081,0,57.919,20,45,1,21.505,48.387,1.075,7,2.667,11.111,0,0,0,0,20,1,16,0,0,1,2,0,0,0,0,50,2.5,40,0,0,2.5,0,1.2,1,0,1,0,0,0,0,3,0.143,100,10.526,0,0,0,0,0,0,100,6.335,1.357,28.959,29.412,0,0,0,1.81,0,15.385,3.167,1.357,0.042,0.113,8,2.583,0,1,0.107,4,0.074,17,2.783,0,1,0,0.242,5,0.094,0.056,0.779,3,0,0,0,2.262,9.502,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0
6.555356891810665,ALEHIN+(D),DL,186,180,195,3,9,1634,1074,405,10,659,37.709,0.087,61.359,7,392,0,1.728,96.79,0,3,2.244,0,0,0,0,0,0,0,4,92,3,1,0,0,0,0,0,0,0,4,92,3,1,0,1.25,1,2,0,0,0,0,0,1,0.247,93,1,0,0,0,0,0,0,27,0.931,10.801,4.842,37.244,0.279,4.097,0,11.173,0,6.797,0,5.68,1.048,0.229,26,3.889,0.541,2,0.138,6,0.033,8,2.476,0,1,0,0.042,3,0.007,0.013,0.567,9,0,0,0,0.186,0.466,6.052,0.279,0,0,0,0.186,0,0,0.372,10.615,0,0,0,0
6.222576268071369,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.016157159698354,ALCHI(D),DL,16,36,15,0,5,224,157,30,0,127,19.108,0,80.892,0,14,0,0,46.667,0,6,2.4,87.5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.167,100,0,0,0,0,0,0,0,80,0,22.93,8.917,8.917,0,8.28,0,22.93,0,8.28,10.191,0,0.938,0.788,3,2.25,0,1,0.143,2,0.15,3,2.333,0,1,0.017,0.067,2,0.044,0.07,0,0,0,0,0,0,0,9.554,0,0,0,0,0,0,0,0,0,0,0,0,0
8.066207568006265,SR,DL,2002,7,0,34,0,13126,11117,3040,8072,5,27.346,0.653,0.045,2,3001,0,0.066,98.717,0,5,2.13,2.298,0,0,0,0,2,0,392,0,0,0,0,0,0,0,0,0.508,0,99.492,0,0,0,0,0,0,0,0,0,0,0,0,2,0.065,0,0,0,0,0,0,0,0,0,0.009,0,0,27.04,72.61,0,0,0,0,0,0.288,0,0,0.011,76,3.638,0.2,5,0.037,17,0.033,0,0,0,1,0,0,0,0,0.033,0,0,0,0,0,0,0.018,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0
6.6240652277998935,ALCIF,DL,54,33,0,0,0,247,161,74,0,87,45.963,0,54.037,4,58,1,5.405,78.378,1.351,6,2.392,0,0,0,0,0,1,1,25,2,0,0,0,0,0,0,0,3.448,3.448,86.207,6.897,0,0,0,0,0,0,0,0,0,0,0,3,0.131,59.259,0,0,0,0,0,22.222,0,0,0,20.497,0,42.857,0,0,3.106,20.497,1.863,8.075,0,0,0,0.308,6,3.071,0,1,0.087,4,0.078,0,0,0,1,0.001,0,0,0,0.04,3.989,14,0,0,0,0,3.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.905361848054571,ALIF(D),RL,9,13,21,0,1,148,105,2,0,103,1.905,0,98.095,0,2,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.381,0,1.905,0,20,10.476,12.381,0,2.857,0,20,2.333,0.867,2,2,0,1,0.25,2,0.111,0,0,0,1,0.056,0,0,0,0.083,1.042,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
6.008813185442595,SHI(D),DL,17,59,25,1,3,282,182,30,3,149,16.484,0.906,81.868,2,5,0,6.667,16.667,0,2,2,47.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.099,23.626,3.846,3.846,0.549,12.088,0,19.78,0,11.538,12.088,0,1.471,0.879,2,1.4,6.25,2,0.086,2,0.117,2,1.167,0,1,0.01,0.031,2,0.008,0.045,0,0,0,0,0,0.549,0.549,7.692,0,0,0,0,0,0,0,1.099,1.648,0,0,0,0
6.218600119691729,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.956545443151569,SHOIN(D),DL,773,106,27,124,4,2411,1506,959,378,169,63.679,1.667,11.222,72,750,93,7.508,78.206,9.698,4,2.091,7.762,4.269,1.613,0,0,0,1,3,79,1,0,2,0,0,0,33,0,0.84,2.521,66.387,0.84,0,1.681,1.19,0,1,1,0,0,0,27.731,1,0.124,10.588,9.412,0,0,0,0,0,0,20,0.465,1.328,2.722,55.246,8.234,0.93,0,3.453,0,0.531,2.125,0,0.035,0.116,22,3.37,0.13,2,0.028,10,0.013,7,1.864,0.943,2,0,0.06,5,0.021,0.011,0.289,9,0,0,0,0.066,6.308,0.863,10.292,0,0,0,0.133,0.133,0.531,6.441,0.199,0,0,0,0
6.202535517187923,SHI,DL,128,63,0,0,0,409,218,162,0,56,74.312,0,25.688,1,152,1,0.617,93.827,0.617,6,2.29,10.156,0,0,0,0,2,0,45,0,0,0,0,0,0,0,0,4.255,0,95.745,0,0,0,0,0,0,0,0,0,0,0,0,3,0.097,0,2.222,0,0,0,0,0,0,80,0.917,0,24.312,70.183,0,0,0,0,0,0,3.211,0,0,0.043,9,2.921,0.781,2,0.066,4,0.04,18,4.077,0,1,0,0.272,5,0.072,0.056,0,0,0,0,0,0.459,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.226536669287466,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
8.65591111072806,ALUHIF+(D),DL,415,110,27,7524,4,149335,148783,437,148016,330,0.294,0.067,0.222,0,437,0,0,100,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.027,0.073,0.294,5.009,0.013,0.001,0.016,0.001,0.036,0,0.01,0.065,0.052,125,8.245,0.482,3,0.301,5,0.017,21,5.19,0,1,0,0.187,5,0.063,0.026,0.07,1,0,0,0,0.005,0,0.011,69.736,0,0,0,0,0,0,24.739,0.017,0,0,0,0
6.208590026096629,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.016157159698354,ALUON(D),DL,20,20,18,4,5,220,163,48,4,111,29.448,1.506,68.098,0,46,2,0,95.833,4.167,3,2.5,0,10,0,0,100,0,0,0,0,17,4,3,0,2,0,0,0,0,0,0,65.385,15.385,11.538,0.098,1,1,1,0,7.692,0,0,1,0.542,0,0,0,0,0,0,100,0,0,0,12.27,0,28.221,2.454,11.043,12.27,12.27,0,0,0,9.816,0.9,0.294,0,0,0,1,0,0,0,0,0,0,1,0.011,0,0,0,0.011,27.068,72,0,0,0,0,1.227,10.429,0,0,0,0,0,0,0,0,0,0,0,0,0
6.259581464064923,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
10.901837419265844,ALE,DL,8342,1,0,0,0,33367,25024,8339,16685,0,33.324,0.266,0,0,8339,0,0,100,0,3,2.997,0,0,0,0,0,0,0,8316,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.997,0,0,0,0,0,0,0,0,0,0,0,0,33.324,66.676,0,0,0,0,0,0,0,0,0,23,23,0,1,0.003,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.952217101765946,ALUOIN(D),DL,3124,619,313,4088,3,12442,8387,2839,4088,1460,33.85,0.581,17.408,0,2567,272,0,90.419,9.581,3,2.003,0,8.707,0,0,100,0,0,0,0,9,0,0,0,272,0,0,0,0,0,0,3.203,0,0,2.81,0,1,0,0,96.797,0,0,1,0.099,77.778,0,0,0,0,0,0,0,0,0,0.739,0,30.607,48.742,3.732,3.66,4.161,0,1.383,0,3.732,0.1,0.109,424,21.863,0,1,0.136,6,0.002,0,0,0,1,0,0,0,0,0.001,2.293,326,0,0,0,0,3.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.853088594952276,AL,RL,9800,0,0,1,0,45349,35549,13044,22505,0,36.693,0.178,0,0,13044,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.693,63.307,0,0,0,0,0,0,0,0,0,44,3.765,0.041,5,0.004,14,0.008,0,0,0,1,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.322565239927284,SRIF,DL,32,210,0,0,0,673,432,33,0,399,7.639,0,92.361,0,33,0,0,100,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0.061,100,0,0,0,0,0,0,0,100,6.25,8.333,44.444,7.639,0,0,0.231,8.102,0,11.343,0,0,0,0.515,4,1.824,3.125,2,0.105,10,0.363,13,2.629,0.957,3,0.001,0.059,6,0.027,0.13,0.441,1,0,0,0,0.694,0,0,0,12.269,0,0,0,0,0,0,0,0,0.231,0,0.463
6.8966943316227125,SROIQ(D),DL,176,129,54,144,10,1194,837,238,198,401,28.435,2.826,47.909,22,192,0,9.244,80.672,0,8,2.181,2.273,6.818,0,0,0,2,0,12,6,1,2,10,0,0,0,14,4.255,0,25.532,12.766,2.128,4.255,21.277,0.47,1,1,1,0,0,0,29.787,3,0.066,0,0,0,0,0,0,19.355,0,58.065,0.717,8.602,11.708,25.568,17.921,4.54,4.301,10.155,0,0.597,0.239,1.195,0.307,0.307,24,3.583,0.571,2,0.128,7,0.037,27,5.389,0,1,0,0.204,3,0.026,0.021,4.467,49,0,0,0,0.239,2.628,3.106,1.792,0,0,0,0,0,0,3.943,2.509,0,0.239,0,0
6.248042874508429,ALCHIN(D),DL,60,13,1,23,1,182,109,58,39,12,53.211,32.826,11.009,4,30,18,6.897,51.724,31.034,8,3.483,13.333,0,0,0,0,22,4,24,7,1,0,0,2,0,0,0,36.667,6.667,40,11.667,1.667,0,0,1.8,0,3,0,3.333,0,0,0,7,0.15,65.625,0,0,0,0,0,0,0,25,0,1.835,2.752,30.275,23.853,0,0,3.67,0,2.752,3.67,0,0.017,0.129,6,2.5,0,1,0.092,4,0.033,2,1.5,0,1,0,0.152,2,0.077,0.037,2.54,8,0,1,0,0,19.266,0,11.009,0,0,0,0,0,0,0.917,0,0,0,0,0
6.285998094508865,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.208590026096629,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.212606095751519,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
5.998936561946683,ALUHN(D),DL,24,27,5,1,4,172,117,59,1,57,50.427,0.731,48.718,0,59,0,0,100,0,4,2.508,0,0,0,0,0,0,0,0,17,0,8,6,0,0,0,0,0,0,0,54.839,0,25.806,0,0.542,1,0,1,0,0,0,0,2,0.263,0,0,0,0,0,0,0,0,74.194,0,9.402,28.205,50.427,0.855,2.564,0,4.274,0,0,0,0,0.208,0.078,16,6.75,4.348,3,0.68,3,0.245,14,4.714,3.704,2,0.002,0.48,3,0.259,0.169,16.588,35,0,0,0,0,0,0.855,0,0,0,0,0,0,0,0,3.419,0,0,0,0
6.703188113240863,ALC,DL,571,1,0,0,0,1374,802,802,0,0,100,0,0,219,357,3,27.307,44.514,0.374,5,2.828,1.051,0,0,0,0,220,2,220,0,0,0,0,0,0,0,0,49.774,0.452,49.774,0,0,0,0,0,0,0,0,0,0,0,0,2,0.276,0,0,0,0,0,0,0,0,0,0,0,0,71.945,0,0,0,0,0,0,0.374,0,0,0.004,136,2.384,0.175,2,0.238,8,0.015,0,0,0,1,0,0,0,0,0.015,0,0,0,0,0,0,27.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.218600119691729,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.634633357861686,SHI,DL,50,24,0,0,0,229,155,91,27,37,58.71,11.238,23.871,14,30,1,15.385,32.967,1.099,7,2.473,64,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.165,0,0,0,0,0,0,0,0,0,9.677,0,7.742,28.387,17.419,0,0,0,0,6.452,20.645,0,0,0.352,6,2.444,0,1,0.111,7,0.154,4,2.4,4.167,2,0,0.142,2,0.087,0.121,0,0,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.29505641646263,SHOIN(D),DL,2024,201,36,150,4,5857,3597,2841,465,291,78.982,0.359,8.09,278,1895,323,9.785,66.702,11.369,4,2.163,5.83,4.2,1.333,0,0,0,5,33,418,0,0,3,0,0,0,85,0,0.919,6.066,76.838,0,0,0,0,0,0,1,0,0,0,15.625,1,0.191,4.846,4.405,0,0,1.982,0,0,0,58.15,0.195,0.723,2.585,68.085,4.309,0.584,0,2.474,0,0.306,1.779,0,0.018,0.081,41,3.932,0.099,3,0.02,12,0.005,14,2.657,0.498,2,0,0.071,5,0.013,0.006,0.11,10,0,0,0,0.083,9.119,0.473,4.976,0,0,0,0.111,0.056,0.473,3.586,0.083,0,0,0,0
5.991464547107982,AL(D),RL,41,6,8,130,3,231,176,32,130,14,18.182,41.968,7.955,0,32,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.182,73.864,4.545,0,3.409,0,0,0,0,0.195,0.158,12,4.571,0,1,0.301,6,0.149,0,0,0,1,0.001,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.404279118037268,ALUO,DL,8,7,0,5319,0,5347,5333,7,5319,7,0.131,1.87,0.131,0,0,7,0,0,100,2,2,0,87.5,0,0,100,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,99.737,0,0,0.131,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1,0.036,0,0,0,0.036,0,0,0,0,0,0,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.220590170099739,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.70196036600254,SROIN(D),DL,35,29,39,565,8,1979,1877,34,1725,118,1.811,4.896,6.287,1,32,0,2.941,94.118,0,3,2.029,0,8.571,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,1,0.118,0,0,0,0,0,0,0,0,0,0.16,1.172,0.32,1.758,29.622,1.279,0,1.012,0,0.213,0,0.213,1.114,0.415,4,2.25,2.941,2,0.142,5,0.171,3,1.5,3.448,2,0.002,0.099,2,0.032,0.069,1.619,4,0,0,0,0,0.053,1.865,23.069,0.053,0,0,0,0,0,39.212,0,0,0,0,0
6.0112671744041615,ALCIQ(D),DL,75,17,2,0,1,205,111,70,0,41,63.063,0,36.937,0,61,6,0,87.143,8.571,6,2.214,20,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,83.333,0,0,0,0,0,0,0,1,0,0,0,0,1,0.086,100,0,0,0,0,0,0,0,0,0,15.315,0,54.955,0,1.802,0,15.315,0,2.703,2.703,0,0.027,0.23,6,3.211,0,1,0.061,5,0.067,0,0,0,1,0.001,0,0,0,0.034,0,0,0,0,0,0,5.405,1.802,0,0,0,0,0,0,0,0,0,0,0,0,0
6.220590170099739,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
6.222576268071369,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
5.934894195619588,ALHI+,RL,24,13,0,13,0,151,114,63,25,26,55.263,19.237,22.807,0,63,0,0,100,0,2,1.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,4.386,2.632,55.263,11.404,0,0,12.281,0,1.754,0,0,0,0.182,14,2.625,4.167,5,0.462,0,0,1,1,0,1,0.005,0.152,0,0,0.005,0,0,0,0,0,0,0,0,10.526,0,0,0,0,0,0,0,0,0,0,0,0
5.921578419643816,ALF(D),RL,27,5,27,0,1,176,117,21,0,96,17.949,0,82.051,0,21,0,0,100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.274,0,17.949,0,23.077,4.274,4.274,0,0,0,23.077,1,0.192,21,21,0,1,0.808,2,0.12,0,0,0,1,0.006,0,0,0,0.063,0.714,1,0,0,0,0,0,23.077,0,0,0,0,0,0,0,0,0,0,0,0,0
6.210600077024653,SHI(D),DL,39,53,49,50,7,594,454,156,67,231,34.361,3.251,50.881,4,15,7,2.564,9.615,4.487,29,2.013,64.103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.006,0,0,0,0,0,0,0,0,0,1.542,11.013,0.881,4.626,11.233,9.692,0,11.013,0,1.322,28.414,0,1.256,0.869,6,2.333,2.632,2,0.14,2,0.06,4,4,0,1,0.003,0.077,2,0.006,0.023,0.611,5,0,0,0,0.441,1.322,10.132,3.084,0,0,0,0.441,0,0.441,0.441,3.965,0,0,0,0
9.500319803476646,ALE,DL,5352,3,0,0,0,24905,19550,6373,13177,0,32.598,0.345,0,0,6373,0,0,100,0,3,2.389,0,0,0,0,0,0,0,2479,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0.389,0,0,0,0,0,0,0,0,0,0,0,0,32.598,67.402,0,0,0,0,0,0,0,0,0,215,4.658,0.037,3,0.04,9,0.001,0,0,0,1,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
